customerID,Churn,Genero,Mayor a 65 Años,Casad@,Dependientes,Tiempo de cliente,Servicio de telefonia,Multiples lineas,Servicio de Internet,Seguridad en linea,Respaldo en linea,Proteccion del dispositivo,Soporte Premium,Suscripción por cable,Streaming Peliculas,Tipo de contrato,Facturacion en linea,Forma de pago,Cuenta mensual,Cuenta total,Cuenta diaria
1399-UBQIU,False,male,False,False,False,11,True,False,dsl,False,False,True,False,True,True,month-to-month,True,electronic check,69.35,712.25,2.3116666666666665
1400-MMYXY,True,male,True,True,False,3,True,True,fiber optic,False,True,True,False,True,True,month-to-month,True,electronic check,105.9,334.65,3.5300000000000002
1400-WIVLL,False,male,False,True,False,57,True,True,fiber optic,False,False,True,True,True,True,two year,False,electronic check,107.95,5969.85,3.5983333333333336
1401-FTHFQ,False,male,False,True,True,23,True,False,no,False,False,False,False,False,False,one year,True,credit card (automatic),20.0,445.3,0.6666666666666666
1402-PTHGN,False,female,False,True,True,18,True,False,dsl,True,True,False,True,False,False,one year,True,mailed check,61.5,1087.45,2.05
1403-GYAFU,False,male,False,True,True,70,True,False,no,False,False,False,False,False,False,two year,False,credit card (automatic),20.05,1360.25,0.6683333333333333
1403-LKLIK,False,female,False,True,True,33,True,False,no,False,False,False,False,False,False,one year,False,mailed check,20.1,579.4,0.67
1406-PUQVY,False,male,False,False,True,1,True,False,dsl,False,True,False,False,False,False,month-to-month,True,electronic check,49.9,49.9,1.6633333333333333
1407-DIGZV,False,female,False,True,True,3,True,False,no,False,False,False,False,False,False,two year,False,mailed check,19.1,52.0,0.6366666666666667
1409-PHXTF,False,male,True,True,False,54,True,True,fiber optic,False,True,True,True,True,True,two year,True,electronic check,110.45,6077.75,3.6816666666666666
1410-RSCMR,False,male,False,True,True,7,True,False,dsl,True,False,True,True,False,True,month-to-month,True,credit card (automatic),71.35,515.75,2.378333333333333
1414-YADCW,False,male,False,True,False,70,True,False,fiber optic,True,True,False,True,False,False,two year,False,bank transfer (automatic),84.6,5706.2,2.82
1415-YFWLT,True,female,True,False,False,1,True,False,fiber optic,False,False,False,False,True,True,month-to-month,True,electronic check,89.3,89.3,2.9766666666666666
1421-HCERK,False,male,True,True,False,30,True,True,fiber optic,True,True,True,True,True,False,month-to-month,True,bank transfer (automatic),105.7,3181.8,3.5233333333333334
1422-DGUBX,False,male,False,True,False,32,True,True,fiber optic,False,False,False,True,False,False,one year,True,electronic check,79.25,2619.15,2.6416666666666666
1423-BMPBQ,False,female,False,True,True,1,True,False,no,False,False,False,False,False,False,month-to-month,True,mailed check,19.0,19.0,0.6333333333333333
1427-GOPMO,False,male,False,False,False,57,True,True,fiber optic,False,False,False,False,True,False,one year,True,electronic check,86.9,4939.25,2.896666666666667
1427-VERSM,False,female,False,True,False,56,True,False,fiber optic,False,False,True,True,True,True,month-to-month,True,electronic check,98.7,5669.5,3.29
1428-GTBJJ,True,male,False,False,False,11,True,False,fiber optic,False,True,False,False,False,False,month-to-month,True,electronic check,74.55,824.75,2.485
1428-IEDPR,False,male,False,False,False,52,True,True,fiber optic,True,False,True,True,True,True,two year,True,electronic check,109.3,5731.4,3.643333333333333
1428-QPOOL,False,female,False,True,True,65,True,True,dsl,True,True,False,True,True,True,two year,True,bank transfer (automatic),82.5,5215.1,2.75
1429-UYJSV,False,female,False,False,False,12,True,False,no,False,False,False,False,False,False,one year,False,mailed check,19.7,260.9,0.6566666666666666
1430-SFQSA,False,male,False,False,False,29,False,False,dsl,True,False,False,True,False,False,one year,False,mailed check,35.6,1072.6,1.1866666666666668
1431-AIDJQ,False,male,False,True,True,33,True,False,dsl,False,True,True,True,True,True,two year,False,credit card (automatic),82.1,2603.1,2.7366666666666664
1431-CYWMH,False,female,False,True,True,22,True,False,no,False,False,False,False,False,False,month-to-month,False,bank transfer (automatic),19.05,454.05,0.635
1432-FPAXX,True,female,False,False,False,29,False,False,dsl,False,True,False,False,False,False,month-to-month,True,electronic check,30.6,856.35,1.02
1436-ZMJAN,False,female,False,True,False,10,True,False,dsl,False,False,True,False,True,True,month-to-month,True,credit card (automatic),67.8,653.15,2.26
1439-LCGVL,False,female,False,True,False,26,True,False,no,False,False,False,False,False,False,one year,False,mailed check,19.2,459.6,0.64
1442-BQPVU,False,female,False,False,False,13,False,False,dsl,False,True,False,False,False,False,month-to-month,False,electronic check,29.15,357.15,0.9716666666666666
1442-OKRJE,False,male,False,True,True,66,True,False,fiber optic,True,True,True,False,True,True,one year,True,bank transfer (automatic),103.15,7031.3,3.4383333333333335
1444-VVSGW,True,male,False,True,False,70,True,True,fiber optic,True,True,True,True,True,True,one year,False,credit card (automatic),115.65,7968.85,3.855
1447-GIQMR,True,male,False,True,False,1,True,False,fiber optic,False,False,False,False,False,False,month-to-month,True,electronic check,69.15,69.15,2.305
1447-PJGGA,True,female,False,False,False,57,True,False,fiber optic,False,False,True,False,True,True,two year,True,electronic check,95.25,5464.65,3.175
1448-CYWKC,False,female,False,True,True,58,True,True,fiber optic,False,True,True,False,True,True,one year,True,credit card (automatic),105.2,6225.4,3.506666666666667
1448-PWKYE,True,male,False,True,True,1,True,False,fiber optic,False,False,False,False,False,True,month-to-month,False,electronic check,80.0,80.0,2.6666666666666665
1449-XQEMT,True,male,False,False,False,3,True,False,no,False,False,False,False,False,False,month-to-month,True,mailed check,19.8,58.15,0.66
1450-GALXR,True,female,False,False,False,10,True,True,fiber optic,False,False,False,True,True,True,month-to-month,True,electronic check,98.5,1058.25,3.283333333333333
1450-SKCVI,True,female,False,False,False,56,True,False,fiber optic,False,True,False,False,False,False,month-to-month,True,electronic check,73.85,4092.85,2.4616666666666664
1452-KIOVK,False,male,False,False,True,22,True,True,fiber optic,False,True,False,False,True,False,month-to-month,True,credit card (automatic),89.1,1949.4,2.9699999999999998
1452-UZOSF,False,male,False,True,True,72,True,True,fiber optic,True,True,True,True,True,False,two year,True,credit card (automatic),106.1,7548.6,3.5366666666666666
1452-VOQCH,False,male,False,False,False,1,True,True,fiber optic,False,False,False,False,False,False,month-to-month,True,electronic check,75.1,75.1,2.503333333333333
1452-XRSJV,False,female,False,True,True,39,True,False,dsl,True,False,False,False,False,False,month-to-month,False,credit card (automatic),51.05,2066.0,1.7016666666666667
1453-RZFON,False,female,False,False,True,1,True,False,dsl,True,False,False,False,False,False,month-to-month,False,mailed check,49.9,49.9,1.6633333333333333
1455-ESIQH,True,male,False,False,False,1,True,False,fiber optic,False,False,False,False,True,True,month-to-month,True,electronic check,89.1,89.1,2.9699999999999998
1455-HFBXA,False,male,False,True,False,52,True,True,fiber optic,True,False,True,True,False,False,two year,True,credit card (automatic),91.6,4627.8,3.0533333333333332
1455-UGQVH,True,male,False,True,False,10,True,True,fiber optic,False,False,True,False,True,True,month-to-month,True,electronic check,98.5,1037.75,3.283333333333333
1456-TWCGB,False,male,False,False,False,4,True,False,dsl,False,True,False,False,False,False,month-to-month,False,mailed check,49.25,208.45,1.6416666666666666
1459-QNFQT,False,male,False,True,True,70,False,False,dsl,True,False,True,True,True,True,two year,False,bank transfer (automatic),59.5,4144.8,1.9833333333333334
1460-UZPRJ,False,male,False,True,False,60,True,False,no,False,False,False,False,False,False,two year,False,mailed check,19.95,1258.15,0.6649999999999999
1465-LNTLJ,False,male,True,True,False,8,True,False,dsl,False,False,True,True,False,True,month-to-month,True,credit card (automatic),64.4,581.7,2.146666666666667
1465-VINDH,True,female,False,True,True,10,True,True,fiber optic,False,True,True,False,True,True,month-to-month,True,credit card (automatic),102.1,1068.85,3.4033333333333333
1465-WCZVT,False,female,False,True,True,3,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,19.65,60.65,0.6549999999999999
1468-DEFNC,False,male,True,True,True,64,True,True,no,False,False,False,False,False,False,two year,True,bank transfer (automatic),24.4,1548.65,0.8133333333333332
1469-LBJQJ,False,female,False,True,False,66,True,True,fiber optic,False,True,True,False,True,True,month-to-month,True,electronic check,105.2,6936.85,3.506666666666667
1470-PSXNM,False,male,False,True,True,49,True,True,fiber optic,False,True,True,False,True,False,one year,True,electronic check,93.65,4520.15,3.121666666666667
1471-GIQKQ,False,female,False,False,False,1,True,False,dsl,False,True,False,False,False,False,month-to-month,False,electronic check,49.95,49.95,1.665
1472-TNCWL,False,male,False,False,True,36,True,False,fiber optic,False,True,False,False,True,True,month-to-month,True,electronic check,94.7,3512.5,3.1566666666666667
1474-JUWSM,False,female,False,True,False,58,True,True,dsl,True,False,False,True,False,True,one year,True,electronic check,68.4,3972.25,2.2800000000000002
1475-VWVDO,False,male,False,False,False,7,True,False,fiber optic,False,False,True,False,False,False,month-to-month,True,electronic check,74.9,490.55,2.496666666666667
1478-VPOAD,False,female,False,False,False,1,True,False,dsl,False,False,False,False,False,False,month-to-month,False,electronic check,43.8,43.8,1.46
1480-BKXGA,False,male,True,True,False,72,True,True,fiber optic,True,True,True,True,True,True,two year,True,bank transfer (automatic),116.05,8404.9,3.868333333333333
1480-IVEVR,False,male,True,True,False,35,True,True,fiber optic,False,False,True,False,False,False,one year,True,bank transfer (automatic),81.6,2815.25,2.7199999999999998
1481-ZUWZA,True,male,False,False,False,28,True,True,fiber optic,True,True,False,False,False,True,month-to-month,True,credit card (automatic),94.5,2659.4,3.15
1482-OXZSY,False,male,False,False,False,30,True,True,fiber optic,True,False,False,False,True,True,month-to-month,True,bank transfer (automatic),100.4,2936.25,3.3466666666666667
1485-YDHMM,False,male,False,True,True,52,True,True,fiber optic,False,True,False,True,False,True,month-to-month,True,bank transfer (automatic),93.25,4631.7,3.1083333333333334
1488-PBLJN,False,female,False,True,True,72,True,True,fiber optic,True,True,True,True,True,True,two year,True,bank transfer (automatic),116.85,8477.7,3.895
1488-SYSFC,False,male,False,True,True,31,True,False,no,False,False,False,False,False,False,month-to-month,True,electronic check,20.65,702.05,0.6883333333333332
1492-KGETH,False,male,False,True,True,70,True,True,dsl,True,True,True,True,False,True,one year,False,bank transfer (automatic),78.35,5445.95,2.6116666666666664
1492-QGCLU,False,male,False,True,True,53,True,True,dsl,True,False,True,True,True,True,month-to-month,False,electronic check,85.7,4616.1,2.856666666666667
1493-AMTIE,True,male,False,False,False,1,True,False,no,False,False,False,False,False,False,month-to-month,True,bank transfer (automatic),20.2,20.2,0.6733333333333333
1494-EJZDW,False,female,False,True,True,10,True,False,no,False,False,False,False,False,False,two year,False,mailed check,20.15,220.8,0.6716666666666666
1496-GGSUK,True,female,True,False,False,1,False,False,dsl,False,False,False,False,False,False,month-to-month,True,mailed check,25.7,25.7,0.8566666666666667
1498-DQNRX,False,female,False,True,False,29,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,19.85,573.05,0.6616666666666667
1498-NHTLT,False,male,False,True,True,59,True,False,dsl,True,True,True,True,True,True,two year,True,electronic check,86.75,5186.0,2.8916666666666666
1501-SGHBW,True,male,False,False,False,2,True,False,dsl,False,False,False,False,False,False,month-to-month,False,mailed check,45.85,81.0,1.5283333333333333
1502-XFCVR,True,female,False,False,False,58,True,False,fiber optic,True,True,True,False,True,True,one year,True,electronic check,106.45,6145.85,3.5483333333333333
1506-YJTYT,False,male,False,True,True,45,True,True,dsl,True,True,False,True,True,False,two year,False,credit card (automatic),73.85,3371.0,2.4616666666666664
1508-DFXCU,False,male,False,False,False,12,True,False,fiber optic,False,False,False,False,True,False,month-to-month,True,electronic check,81.45,912.0,2.7150000000000003
1513-XNPPH,True,female,False,False,False,12,True,False,fiber optic,False,False,True,True,False,True,month-to-month,True,electronic check,89.4,1095.65,2.98
1518-OMDIK,False,male,False,True,False,33,True,False,dsl,False,False,False,False,False,False,month-to-month,True,credit card (automatic),44.55,1462.6,1.4849999999999999
1518-VOWAV,True,female,False,False,False,9,True,False,dsl,True,True,False,False,True,True,month-to-month,True,electronic check,74.65,703.55,2.4883333333333337
1522-VVDMG,True,male,False,True,True,7,True,False,fiber optic,False,True,False,True,True,False,month-to-month,True,electronic check,89.75,608.8,2.9916666666666667
1525-LNLOJ,False,male,False,True,True,66,True,True,dsl,False,False,True,False,True,False,two year,True,bank transfer (automatic),63.3,4189.7,2.11
1527-SXDPN,True,male,False,True,True,52,True,True,fiber optic,False,False,True,True,False,True,two year,True,bank transfer (automatic),96.25,4990.25,3.2083333333333335
1530-ZTDOZ,False,female,False,True,False,49,False,False,dsl,True,False,False,False,True,False,month-to-month,False,bank transfer (automatic),40.65,2070.75,1.355
1534-OULXE,False,female,False,True,True,61,True,False,dsl,True,False,False,False,False,False,one year,True,bank transfer (automatic),49.7,2961.4,1.6566666666666667
1535-VTJOQ,False,female,False,False,False,24,True,True,no,False,False,False,False,False,False,two year,False,credit card (automatic),25.15,553.0,0.8383333333333333
1536-HBSWP,False,female,False,False,False,1,True,False,dsl,False,False,False,True,False,False,month-to-month,True,electronic check,49.9,49.9,1.6633333333333333
1536-YHDOE,False,male,False,True,True,17,True,True,dsl,True,False,False,True,False,False,one year,True,mailed check,62.1,1096.65,2.07
1539-LNKHM,False,female,False,False,False,12,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,20.4,266.6,0.6799999999999999
1541-ETJZO,True,male,False,False,False,1,True,True,dsl,False,False,True,True,False,False,month-to-month,False,mailed check,62.05,62.05,2.0683333333333334
1543-LLLFT,False,male,True,True,False,61,True,True,fiber optic,False,True,True,True,True,False,one year,True,mailed check,98.3,6066.55,3.2766666666666664
1544-JJMYL,False,male,False,False,False,27,True,False,dsl,True,False,True,True,True,False,one year,False,credit card (automatic),69.35,1927.3,2.3116666666666665
1545-ACTAS,False,female,False,True,True,48,True,False,fiber optic,True,False,True,False,True,True,one year,True,bank transfer (automatic),99.7,4977.2,3.3233333333333333
1545-JFUML,False,male,False,True,False,71,True,True,fiber optic,True,True,True,False,True,False,two year,True,electronic check,99.0,6994.6,3.3
1548-ARAGG,False,female,False,True,True,4,True,True,dsl,False,True,False,True,False,False,month-to-month,True,mailed check,58.5,224.85,1.95
1548-FEHVL,False,male,False,True,False,61,True,True,fiber optic,True,True,False,False,True,True,month-to-month,True,electronic check,106.2,6375.2,3.54
1550-EENBN,False,female,False,False,False,31,True,True,fiber optic,True,True,False,False,True,True,month-to-month,False,electronic check,104.35,3205.6,3.478333333333333
1550-LOAHA,True,female,False,True,False,32,True,False,fiber optic,False,True,False,False,False,True,month-to-month,False,bank transfer (automatic),84.15,2585.95,2.805
1552-AAGRX,False,female,False,False,False,30,True,True,fiber optic,True,False,False,True,True,True,month-to-month,False,bank transfer (automatic),106.4,3211.9,3.546666666666667
1552-CZCLL,False,female,False,True,True,55,True,False,no,False,False,False,False,False,False,month-to-month,False,credit card (automatic),20.0,1087.25,0.6666666666666666
1552-TKMXS,False,female,False,True,False,42,True,False,no,False,False,False,False,False,False,month-to-month,False,credit card (automatic),20.35,869.9,0.6783333333333333
1555-DJEQW,True,female,False,True,True,70,True,True,fiber optic,True,True,True,True,True,True,two year,True,bank transfer (automatic),114.2,7723.9,3.8066666666666666
1555-HAPSU,False,female,False,True,True,71,True,True,no,False,False,False,False,False,False,two year,False,credit card (automatic),23.9,1663.5,0.7966666666666666
1557-EMYVT,False,female,False,False,False,43,True,True,fiber optic,True,True,True,True,True,True,two year,False,credit card (automatic),115.05,4895.1,3.835
1559-DTODC,False,male,False,False,False,19,False,False,dsl,False,False,False,False,False,False,month-to-month,True,bank transfer (automatic),25.15,468.35,0.8383333333333333
1561-BWHIN,False,male,False,True,True,19,True,False,no,False,False,False,False,False,False,one year,False,mailed check,19.8,344.5,0.66
1563-IWQEX,False,female,False,False,False,12,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,19.7,220.35,0.6566666666666666
1564-HJUVY,False,male,False,False,False,4,True,False,dsl,False,True,False,True,True,False,month-to-month,True,bank transfer (automatic),63.75,226.2,2.125
1564-NTYXF,True,female,True,False,False,13,True,True,fiber optic,False,False,False,False,False,True,month-to-month,True,electronic check,82.0,1127.2,2.7333333333333334
1565-RHDJD,True,female,False,False,True,4,True,True,fiber optic,False,True,True,False,False,False,month-to-month,False,bank transfer (automatic),84.05,333.55,2.8016666666666667
1567-DSCIC,True,male,False,False,False,8,True,True,fiber optic,False,True,True,False,True,False,month-to-month,True,electronic check,94.0,773.65,3.1333333333333333
1568-BEKZM,False,male,True,True,False,70,True,True,dsl,True,True,True,True,True,True,two year,False,credit card (automatic),90.05,6333.4,3.0016666666666665
1568-LJSZU,False,male,False,True,True,68,True,True,dsl,True,True,True,True,True,True,two year,True,credit card (automatic),92.2,6392.85,3.0733333333333333
1569-TTNYJ,True,male,False,True,False,5,True,True,fiber optic,False,True,False,False,False,False,month-to-month,True,electronic check,78.75,412.1,2.625
1571-SAVHK,True,male,False,False,False,12,True,True,fiber optic,False,False,False,True,True,True,month-to-month,True,mailed check,99.95,1132.75,3.3316666666666666
1573-LGXBA,False,male,False,True,True,57,True,False,fiber optic,False,True,True,False,True,True,one year,True,credit card (automatic),97.55,5598.0,3.2516666666666665
1574-DYCWE,False,female,False,True,True,51,True,False,no,False,False,False,False,False,False,two year,False,mailed check,19.95,1028.75,0.6649999999999999
1575-KRZZE,False,female,False,False,False,4,True,False,dsl,True,True,False,False,False,False,month-to-month,False,electronic check,55.2,220.65,1.84
1576-PFZIW,False,male,True,True,False,70,True,False,fiber optic,True,True,True,False,True,True,two year,False,credit card (automatic),105.35,7511.9,3.5116666666666663
1577-HKTFG,True,female,False,True,False,30,True,False,no,False,False,False,False,False,False,month-to-month,False,bank transfer (automatic),19.65,655.85,0.6549999999999999
1579-KLYDT,True,male,False,False,False,7,True,True,fiber optic,False,False,True,False,True,False,month-to-month,True,electronic check,90.45,593.45,3.015
1580-BMCMR,False,male,True,False,False,19,True,False,fiber optic,True,False,False,False,False,True,month-to-month,True,electronic check,87.3,1637.3,2.9099999999999997
1582-RAFML,True,male,False,False,False,1,True,True,dsl,False,True,False,True,False,False,month-to-month,False,mailed check,60.1,60.1,2.0033333333333334
1583-IHQZE,True,male,False,False,False,12,True,True,fiber optic,False,True,True,True,True,True,month-to-month,True,mailed check,112.95,1384.75,3.765
1585-MQSSU,True,male,False,False,False,17,True,False,dsl,False,False,False,True,False,False,month-to-month,False,mailed check,51.5,900.5,1.7166666666666666
1587-FKLZB,True,male,True,True,True,66,True,True,fiber optic,False,False,True,False,True,True,month-to-month,True,credit card (automatic),99.5,6822.15,3.316666666666667
1589-AGTLK,True,male,False,False,False,3,True,False,dsl,False,False,False,False,False,False,month-to-month,True,electronic check,45.35,141.5,1.5116666666666667
1591-MQJTP,False,male,True,True,False,51,True,True,fiber optic,True,False,True,False,False,True,one year,True,bank transfer (automatic),93.65,4839.15,3.121666666666667
1591-NFNLQ,True,male,False,False,False,51,True,True,fiber optic,False,False,True,False,False,False,month-to-month,False,credit card (automatic),80.0,4242.35,2.6666666666666665
1591-XWLGB,False,female,False,True,False,71,True,False,no,False,False,False,False,False,False,two year,False,credit card (automatic),19.85,1379.6,0.6616666666666667
1596-BBVTG,True,male,False,False,False,35,True,True,fiber optic,False,False,False,False,False,False,month-to-month,False,credit card (automatic),75.35,2636.05,2.5116666666666663
1596-OQSPS,False,female,False,False,False,11,True,False,dsl,False,True,False,False,False,False,month-to-month,False,electronic check,51.1,531.15,1.7033333333333334
1597-FZREH,True,female,False,False,False,2,True,False,dsl,False,False,True,True,True,True,month-to-month,False,electronic check,76.4,160.8,2.546666666666667
1597-LHYNC,True,female,True,False,False,26,True,True,fiber optic,True,True,False,False,False,True,month-to-month,True,electronic check,95.0,2497.2,3.1666666666666665
1599-EAHXY,False,male,False,True,True,60,True,True,no,False,False,False,False,False,False,one year,False,credit card (automatic),23.95,1506.4,0.7983333333333333
1599-MMYRQ,False,male,False,True,True,62,True,False,fiber optic,True,True,False,False,False,False,one year,True,credit card (automatic),81.45,4983.05,2.7150000000000003
1600-DILPE,False,female,False,False,False,12,True,False,dsl,False,False,False,False,False,False,month-to-month,True,bank transfer (automatic),45.0,524.35,1.5
1602-IJQQE,True,female,False,False,False,4,True,True,fiber optic,False,False,False,False,False,False,month-to-month,False,electronic check,75.35,338.1,2.5116666666666663
1608-GMEWB,False,male,True,False,False,45,True,True,fiber optic,False,False,False,False,True,True,month-to-month,True,bank transfer (automatic),93.9,4200.25,3.1300000000000003
1612-EOHDH,True,female,False,False,False,1,True,False,dsl,False,False,False,False,False,False,month-to-month,False,electronic check,45.15,45.15,1.505
1614-JBEBI,False,female,False,False,False,8,True,False,no,False,False,False,False,False,False,month-to-month,True,mailed check,20.7,137.6,0.69
1618-CFHME,True,female,False,False,False,2,True,True,fiber optic,False,False,False,False,False,False,month-to-month,True,electronic check,75.9,143.35,2.5300000000000002
1619-YWUBB,False,female,False,True,False,68,True,True,no,False,False,False,False,False,False,two year,True,credit card (automatic),24.95,1614.9,0.8316666666666667
1621-YNCJH,False,female,False,True,False,36,True,True,fiber optic,True,True,True,True,False,True,two year,True,credit card (automatic),106.05,3834.4,3.5349999999999997
1622-HSHSF,False,female,False,False,False,1,True,False,no,False,False,False,False,False,False,month-to-month,True,mailed check,19.55,19.55,0.6516666666666667
1623-NLDOT,True,female,False,True,False,42,False,False,dsl,False,True,False,True,False,False,one year,False,mailed check,33.55,1445.3,1.1183333333333332
1624-NALOJ,True,male,True,False,False,5,True,True,fiber optic,False,True,False,False,False,True,month-to-month,True,electronic check,89.8,502.6,2.993333333333333
1624-WOIWJ,True,female,False,False,False,10,True,False,fiber optic,True,False,False,False,True,False,month-to-month,True,mailed check,84.7,832.05,2.8233333333333333
1625-JAIIY,True,female,False,True,True,68,True,True,fiber optic,False,False,False,False,True,False,one year,True,electronic check,83.0,5685.8,2.7666666666666666
1626-ERCMM,True,male,True,True,False,20,True,True,fiber optic,False,False,False,False,True,True,month-to-month,True,electronic check,94.55,1899.65,3.1516666666666664
1627-AFWVJ,False,female,False,False,False,29,True,False,no,False,False,False,False,False,False,two year,False,mailed check,19.4,554.25,0.6466666666666666
1628-BIZYP,False,male,False,False,False,1,True,False,fiber optic,False,True,False,False,False,True,month-to-month,True,electronic check,85.0,85.0,2.8333333333333335
1629-DQQVB,False,female,False,False,False,14,True,False,dsl,True,False,False,False,False,False,month-to-month,False,bank transfer (automatic),50.1,709.5,1.6700000000000002
1635-FJFCC,False,female,False,False,False,5,True,False,dsl,False,False,False,False,False,False,month-to-month,True,credit card (automatic),44.05,202.15,1.4683333333333333
1635-HDGFT,False,female,False,False,True,19,True,False,no,False,False,False,False,False,False,two year,False,mailed check,20.5,398.55,0.6833333333333333
1635-NZATJ,False,male,True,True,False,71,True,True,no,False,False,False,False,False,False,two year,False,credit card (automatic),25.45,1789.65,0.8483333333333333
1636-NTNCO,False,male,True,False,False,4,False,False,dsl,False,True,False,False,True,True,month-to-month,True,credit card (automatic),50.95,207.35,1.6983333333333335
1640-PLFMP,False,female,False,False,False,1,True,False,fiber optic,False,False,False,False,False,False,month-to-month,True,electronic check,70.25,70.25,2.341666666666667
1641-BYBTK,False,male,False,False,True,6,True,False,no,False,False,False,False,False,False,month-to-month,True,mailed check,20.2,98.35,0.6733333333333333
1641-RQDAY,False,female,True,True,True,32,True,True,fiber optic,False,True,False,False,True,True,month-to-month,True,electronic check,100.4,3217.65,3.3466666666666667
1642-HMARX,False,female,False,True,False,68,True,True,dsl,True,True,True,True,True,True,two year,True,electronic check,91.7,6424.7,3.0566666666666666
1644-IRKSF,True,female,False,True,True,33,True,False,fiber optic,False,False,True,False,True,True,one year,True,electronic check,93.8,3124.5,3.1266666666666665
1645-EFCGT,False,male,False,True,True,72,True,False,no,False,False,False,False,False,False,two year,False,credit card (automatic),19.4,1363.25,0.6466666666666666
1656-DRSMG,False,female,False,False,False,63,True,True,fiber optic,False,True,True,True,True,True,month-to-month,True,credit card (automatic),109.85,7002.95,3.6616666666666666
1657-DYMBM,False,male,False,True,False,53,True,False,no,False,False,False,False,False,False,two year,False,credit card (automatic),19.9,1110.05,0.6633333333333333
1658-BYGOY,True,male,True,False,False,18,True,True,fiber optic,False,False,False,False,True,True,month-to-month,True,electronic check,95.45,1752.55,3.1816666666666666
1658-TJVOA,False,female,True,False,False,6,True,False,fiber optic,True,False,False,False,False,False,month-to-month,True,electronic check,74.1,450.9,2.4699999999999998
1658-XUHBX,False,female,True,True,True,59,True,True,fiber optic,False,False,True,False,False,True,month-to-month,True,credit card (automatic),88.75,5348.65,2.9583333333333335
1660-HSOOQ,True,male,False,False,False,1,True,False,dsl,False,False,True,False,False,False,month-to-month,True,mailed check,49.65,49.65,1.655
1661-CZBAU,False,male,False,False,False,48,True,True,dsl,True,False,False,True,False,True,one year,True,bank transfer (automatic),70.95,3629.2,2.365
1663-MHLHE,False,male,False,False,False,1,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,19.2,19.2,0.64
1666-JXLKU,False,female,False,False,False,37,True,True,fiber optic,False,False,True,False,True,True,month-to-month,True,electronic check,100.05,3810.55,3.335
1666-JZPZT,False,male,False,False,False,27,True,True,dsl,False,False,False,False,False,False,month-to-month,False,mailed check,49.0,1291.35,1.6333333333333333
1670-SVOWZ,True,female,False,True,True,14,True,False,fiber optic,False,True,False,True,False,True,month-to-month,True,credit card (automatic),89.65,1208.35,2.9883333333333337
1676-BZZYV,False,male,False,True,True,55,True,False,no,False,False,False,False,False,False,one year,False,mailed check,19.5,1026.35,0.65
1676-MQAOA,False,male,False,False,False,72,True,False,dsl,True,True,True,True,True,False,two year,True,bank transfer (automatic),75.1,5336.35,2.503333333333333
1678-FYZOW,True,female,False,False,False,3,True,False,fiber optic,False,False,False,False,True,False,month-to-month,True,electronic check,79.4,244.65,2.646666666666667
1679-JRFBR,False,female,False,True,True,70,True,True,fiber optic,True,True,True,False,True,True,one year,True,credit card (automatic),108.15,7930.55,3.605
1680-VDCWW,False,male,False,True,False,12,True,False,no,False,False,False,False,False,False,one year,False,bank transfer (automatic),19.8,202.25,0.66
1682-VCOIO,False,male,False,False,False,23,True,False,no,False,False,False,False,False,False,one year,False,mailed check,20.45,481.1,0.6816666666666666
1684-FLBGS,False,female,False,True,True,23,True,True,dsl,False,True,False,True,True,False,month-to-month,True,credit card (automatic),69.5,1652.1,2.316666666666667
1685-BQULA,False,female,False,False,False,40,True,True,fiber optic,False,True,True,False,True,False,month-to-month,True,bank transfer (automatic),93.4,3756.4,3.1133333333333337
1685-VAYJF,False,male,False,False,False,11,True,False,dsl,False,False,False,False,False,False,month-to-month,False,credit card (automatic),45.2,492.0,1.5066666666666668
1686-STUHN,False,male,False,False,False,42,True,False,no,False,False,False,False,False,False,one year,False,bank transfer (automatic),19.8,849.9,0.66
1689-MRZQR,True,male,False,True,True,34,True,False,fiber optic,False,False,False,False,True,False,month-to-month,False,electronic check,78.3,2564.3,2.61
1689-YQBYY,False,female,False,False,True,12,True,True,fiber optic,False,False,False,False,False,False,month-to-month,True,electronic check,76.6,893.0,2.5533333333333332
1696-HXOWK,False,female,False,True,False,71,True,True,fiber optic,True,True,False,False,True,False,one year,False,mailed check,95.65,6856.95,3.1883333333333335
1696-MZVAU,False,male,False,True,True,39,False,False,dsl,False,False,False,False,False,False,one year,True,credit card (automatic),25.25,947.75,0.8416666666666667
1697-BCSHV,False,female,False,True,True,58,True,True,dsl,False,True,False,False,True,False,month-to-month,True,bank transfer (automatic),66.8,3970.4,2.2266666666666666
1697-LYYYX,False,female,False,True,True,61,True,False,no,False,False,False,False,False,False,one year,False,credit card (automatic),19.1,1143.8,0.6366666666666667
1697-NVVGY,False,male,True,True,False,19,True,False,dsl,True,False,True,False,True,False,month-to-month,False,bank transfer (automatic),66.4,1286.05,2.2133333333333334
1698-XFZCI,False,male,False,False,False,61,True,True,fiber optic,True,True,True,False,True,True,one year,True,electronic check,107.75,6521.9,3.591666666666667
1699-HPSBG,True,male,False,False,False,12,True,False,dsl,False,False,False,True,True,False,one year,True,electronic check,59.8,727.8,1.9933333333333332
